ID,Pop,SuperPop
MW30191211KA,Lingayath,OWN
JN40973166WN,Lingayath,OWN
NQ83636931EP,Lingayath,OWN
IN02278231AY,Lingayath,OWN
RO40197336NP,Lingayath,OWN
MS39127693EC,Lingayath,OWN
YS27921755YA,Lingayath,OWN
UL12891912JW,Lingayath,OWN
QS80130387AY,Lingayath,OWN
JA70349729KJ,Lingayath,OWN
WL28706399LR,Lingayath,OWN
RF01544839EF,Lingayath,OWN
WS29363356OR,Lingayath,OWN
BQ98329833PP,Lingayath,OWN
HX52133445AY,Lingayath,OWN
HW99164842WY,Lingayath,OWN
RJ07033490OG,Lingayath,OWN
MZ68079760KO,Lingayath,OWN
NJ77233915BC,Lingayath,OWN
RY69502353MA,Lingayath,OWN
HW41305925QB,Lingayath,OWN
ET20465052SL,Lingayath,OWN
AP78610248MA,Lingayath,OWN
PF79636594TA,Lingayath,OWN
LA84029268DH,Lingayath,OWN
NL69161005CM,Lingayath,OWN
HE71777732AJ,Lingayath,OWN
ON26135921ST,Lingayath,OWN
RN86976553CM,Lingayath,OWN
TU21775372MJ,Lingayath,OWN
DA61144137XC,Lingayath,OWN
BG40001974QK,Lingayath,OWN
SU89216117HU,Lingayath,OWN
NA41265772DM,Lingayath,OWN
PQ62875587CQ,Marathas,OWN
NW05051860OH,Marathas,OWN
YW93107981HU,Marathas,OWN
WS77888348MP,Marathas,OWN
LS69098522OQ,Marathas,OWN
AH62366441ID,Marathas,OWN
UY45190344GO,Marathas,OWN
PT86095697UE,Marathas,OWN
NB19618649QW,Marathas,OWN
XK04749523AF,Marathas,OWN
BX46297691GF,Marathas,OWN
GZ40194812QU,Marathas,OWN
VJ69487348MH,Marathas,OWN
MB67710844XY,Marathas,OWN
MG14330043VN,Marathas,OWN
BU21772464ER,Marathas,OWN
RI03599261GQ,Marathas,OWN
TA09226067JC,Marathas,OWN
MT14452524QU,Marathas,OWN
SY53932186FY,Marathas,OWN
XJ43060135AZ,Marathas,OWN
EO32244861NW,Marathas,OWN
MN56355232QC,Marathas,OWN
KR37563051FT,Marathas,OWN
PQ48873725NU,Marathas,OWN
ZC21646831VI,Marathas,OWN
WK24360377KT,Marathas,OWN
XB11265041BD,Marathas,OWN
ND64543135FC,Marathas,OWN
PZ74132235VW,Marathas,OWN
IA89115510UN,Marathas,OWN
LF69267759BQ,Marathas,OWN
AK47340431VP,Marathas,OWN
BQ01018285SK,Marathas,OWN
CJ73796149WE,Marathas,OWN
JI38804982AV,Marathas,OWN
OF50130658GL,Marathas,OWN
MA48339616FS,Marathas,OWN
LI25822952VV,Marathas,OWN
KA35173700GX,Marathas,OWN
UC56281323NV,Marathas,OWN
GZ64942152HO,Marathas,OWN
NC79884488GL,Marathas,OWN
LP81715845LN,Marathas,OWN
EF98845444TI,Marathas,OWN
FC62551851JW,Marathas,OWN
SR69492833CB,Marathas,OWN
IU52831498FE,Marathas,OWN
XG97709620KS,Marathas,OWN
PK99311434SG,Marathas,OWN
ZC95193889PZ,Marathas,OWN
KB48046645PJ,Marathas,OWN
SM78715987VD,Marathas,OWN
CS83224391JG,Marathas,OWN
XR92627141AU,Marathas,OWN
AQ36634093FD,Marathas,OWN
UW73848945GN,Marathas,OWN
ID72283249BG,Marathas,OWN
RQ13778347JA,Marathas,OWN
RL92272911LV,Marathas,OWN
LO51039620XK,Marathas,OWN
GX53624698GP,Marathas,OWN
EC41924341LE,Marathas,OWN
OM67187535NH,Marathas,OWN
RF15451154YO,Marathas,OWN
OI55685039UR,Marathas,OWN
VP19727960ZI,Marathas,OWN
MZ23281709NC,Marathas,OWN
YB36341866ND,Marathas,OWN
QT64358659IE,Marathas,OWN
UX33238585PE,Marathas,OWN
ZB13153795PI,Marathas,OWN
RT66869081ST,Marathas,OWN
CK46261827DQ,Marathas,OWN
VS82783149DG,Marathas,OWN
MD56605905JK,Marathas,OWN
OX56248718VM,Marathas,OWN
MU55523794HS,Marathas,OWN
XF95755011HU,Marathas,OWN
VY75145132BT,Marathas,OWN
GN40081785QM,Marathas,OWN
CE71972424WR,Marathas,OWN
EK07301739MY,Marathas,OWN
JL67430611FY,Marathas,OWN
YZ73766988JP,Marathas,OWN
JQ23120108ZF,Marathas,OWN
RH13423462DH,Marathas,OWN
BY26473653VZ,Marathas,OWN
NF56464864AB,Marathas,OWN
CF36191662BZ,Marathas,OWN
YL28449551LR,Marathas,OWN
DZ99586549UV,Marathas,OWN
JJ81321431RJ,Marathas,OWN
CV47767052DX,Marathas,OWN
IK14956175EN,Marathas,OWN
HC30894865ER,Marathas,OWN
LO67823867FD,Marathas,OWN
MA18839790PH,Marathas,OWN
TL84676361UK,Marathas,OWN
KJ06609021FT,Marathas,OWN
YI14571541VJ,Marathas,OWN
RU16765857DS,Marathas,OWN
VO33493145AZ,Marathas,OWN
TM94028490FC,Marathas,OWN
LK80307362YV,Marathas,OWN
VY69644870YV,Marathas,OWN
PU61548968LM,Marathas,OWN
XM24961984PA,Marathas,OWN
FY75120366DN,Marathas,OWN
CU32731851AJ,Marathas,OWN
GF26486096EX,Marathas,OWN
KZ11361817UR,Marathas,OWN
DH26569815AY,Marathas,OWN
KX81886336GA,Marathas,OWN
BF57792072QQ,Marathas,OWN
IZ74266923IM,Marathas,OWN
UL82234867YA,Marathas,OWN
XV29853222OS,Marathas,OWN
LA34483910YB,Marathas,OWN
XW54113424KV,Marathas,OWN
KG58017666WN,Marathas,OWN
JY60115883NF,Marathas,OWN
MQ62488524LU,Nadar,OWN
FM25746693CO,Nadar,OWN
QL95496522AV,Nadar,OWN
MN71956156TD,Nadar,OWN
SI47956730PJ,Nadar,OWN
GL52426633RR,Nadar,OWN
KI63639015MK,Nadar,OWN
GU91513196MD,Nadar,OWN
ZK88790641BM,Nadar,OWN
DD24254793QA,Nadar,OWN
TQ52117670QQ,Nadar,OWN
PH33227146TP,Nadar,OWN
OL83407929VN,Nadar,OWN
KQ96418158UI,Nadar,OWN
GG60439472BM,Nadar,OWN
IF15488163OA,Nadar,OWN
UY69539831VT,Nadar,OWN
VO81976767VO,Nadar,OWN
EV62460025GA,Nadar,OWN
AK39050027QU,Nadar,OWN
XP84840790HG,Nadar,OWN
HG26607815XF,Nadar,OWN
EA52384457JT,Nadar,OWN
GD85636482AO,Nadar,OWN
EJ24277725QD,Nadar,OWN
AH22421632HQ,Nadar,OWN
FI98508394PJ,Nadar,OWN
AP97317807JI,Nadar,OWN
XZ88414952BL,Nadar,OWN
EN53032386LR,Nadar,OWN
EJ05514844PR,Nadar,OWN
BD25371051LN,Nadar,OWN
WP81392847JE,Nadar,OWN
YJ82809910TG,Nadar,OWN
JC37376184SR,Naidu,OWN
TK79365695JV,Naidu,OWN
EV95154974JR,Naidu,OWN
LG54497429BX,Naidu,OWN
BE67581379FL,Naidu,OWN
FU46203636UW,Naidu,OWN
JY85544178VN,Naidu,OWN
SZ81258405EE,Naidu,OWN
PK43449968RK,Naidu,OWN
AZ27757582TJ,Naidu,OWN
ZX01134917XO,Naidu,OWN
WX96104293LV,Naidu,OWN
GH56292722GY,Naidu,OWN
PN68127469DQ,Naidu,OWN
AR11788067XI,Naidu,OWN
SR97330366CN,Naidu,OWN
EY39083121PP,Naidu,OWN
ER33878125QG,Naidu,OWN
OF05520715FG,Naidu,OWN
BE95662803SD,Naidu,OWN
RX71368428LO,Naidu,OWN
DX79473110BA,Naidu,OWN
NE65907641MS,Naidu,OWN
UW06258536KP,Naidu,OWN
KQ65753442SR,Naidu,OWN
WE94864234ID,Naidu,OWN
RZ29546123PR,Naidu,OWN
CI28596273KZ,Naidu,OWN
VH30620374TR,Naidu,OWN
AG47126311ET,Naidu,OWN
BW99652466UR,Namboodari,OWN
LC61099158FW,Namboodari,OWN
UT34882416IT,Namboodari,OWN
WM70521843ZM,Namboodari,OWN
GS96580836TD,Namboodari,OWN
NZ04501586LT,Namboodari,OWN
PF35174249MZ,Namboodari,OWN
IR83020022OF,Namboodari,OWN
XJ89021558GR,Namboodari,OWN
RG20919958II,Namboodari,OWN
KE87832348TG,Namboodari,OWN
FC27172411YO,Namboodari,OWN
OY75535046QC,Namboodari,OWN
IN10941861NR,Namboodari,OWN
XT25423173CF,Namboodari,OWN
GZ66664517OY,Namboodari,OWN
EH12311503AE,Namboodari,OWN
KS00867379XN,Namboodari,OWN
JT49282634UE,Namboodari,OWN
JO11122149JD,Namboodari,OWN
KK49317404GG,Namboodari,OWN
ON73354367AJ,Namboodari,OWN
AF24989915KU,Namboodari,OWN
GC79998045YN,Namboodari,OWN
BT72301053MN,Namboodari,OWN
JJ53393955HT,Namboodari,OWN
IS68512363AV,Namboodari,OWN
GV09742407AL,Namboodari,OWN
TD49431426TI,Namboodari,OWN
CZ50535924OU,Namboodari,OWN
YP48555840FJ,Namboodari,OWN
AY18756053TA,Namboodari,OWN
US56778814VD,Namboodari,OWN
JL29277214BZ,Namboodari,OWN
YJ01710507JF,Namboodari,OWN
CL99276491TS,Namboodari,OWN
XM38421192LQ,Namboodari,OWN
KH64072500SO,Namboodari,OWN
GZ55937628UE,Namboodari,OWN
AO24226398ZH,Namboodari,OWN
VP43213271PL,Namboodari,OWN
PN42110534WN,Namboodari,OWN
VP78032242CW,Namboodari,OWN
RM21699348ZZ,Namboodari,OWN
OZ44462533DO,Namboodari,OWN
KA01332304UA,Namboodari,OWN
RH55222920ND,Namboodari,OWN
SQ87783648UE,Namboodari,OWN
HP43093993KX,Namboodari,OWN
YE13211925BS,Namboodari,OWN
KT03342764RZ,Namboodari,OWN
BD57406706AU,Namboodari,OWN
ET12150407PS,Namboodari,OWN
HP25035211OO,Namboodari,OWN
MR23468832JH,Namboodari,OWN
UF80146769FW,Namboodari,OWN
KJ75912698TY,Namboodari,OWN
KK25215515MA,Namboodari,OWN
YU25451415VD,Namboodari,OWN
SK30187274TO,Namboodari,OWN
CT01173452CV,Namboodari,OWN
FK70442794VS,Namboodari,OWN
JF20100422SF,Namboodari,OWN
YM86337100XO,Namboodari,OWN
BJ75777604RF,Namboodari,OWN
NW61299059CU,Namboodari,OWN
AL93703518IV,Namboodari,OWN
SN97425258QQ,Namboodari,OWN
RR93215834UL,Namboodari,OWN
RL08936333WX,Namboodari,OWN
FH32759997QY,Namboodari,OWN
GA77130444PX,Namboodari,OWN
JC69366033HV,Namboodari,OWN
XT35582116RN,Namboodari,OWN
AV82002845UH,Namboodari,OWN
NC79420906AU,Namboodari,OWN
KL51615363ZH,Namboodari,OWN
SF21186893HM,Namboodari,OWN
BF75196562TJ,Namboodari,OWN
DV68428312HH,Namboodari,OWN
LV13978301PY,Namboodari,OWN
CP77211445QZ,Namboodari,OWN
XG81532458JZ,Namboodari,OWN
UI65570218KW,Namboodari,OWN
ZR98622134TT,Namboodari,OWN
II53194448SC,Namboodari,OWN
XF22806157KA,Namboodari,OWN
MM68010107ZZ,Namboodari,OWN
CN12442378AI,Namboodari,OWN
HJ64984731AC,Namboodari,OWN
XW45227543BI,Namboodari,OWN
EO87741077OF,Namboodari,OWN
TB02475131HQ,Namboodari,OWN
KI08579972CD,Namboodari,OWN
EX04128819KG,Namboodari,OWN
PJ27400327FI,Namboodari,OWN
PE84152034ZI,Namboodari,OWN
KL05542034OQ,Namboodari,OWN
EV52267074OX,Namboodari,OWN
ZN39288336ZM,Namboodari,OWN
XF10726105WV,Namboodari,OWN
CD09016655ZS,Namboodari,OWN
OD05455767HY,Namboodari,OWN
KQ11848592SE,Namboodari,OWN
TD51731318EE,Namboodari,OWN
MH80488316YI,Namboodari,OWN
SJ70135352JS,Namboodari,OWN
XR10232780CN,Namboodari,OWN
VI14660784AA,Namboodari,OWN
NX62920324VV,Namboodari,OWN
LA96737688JP,Namboodari,OWN
PX06015001ZP,Namboodari,OWN
SR68296484JI,Namboodari,OWN
HP22209838TB,Namboodari,OWN
ZK82059954DJ,Parayan,OWN
ZW76282771HC,Parayan,OWN
ZE51025685BD,Parayan,OWN
IQ87995951UT,Parayan,OWN
SF36163567UQ,Parayan,OWN
EU93294564UB,Parayan,OWN
KS58843153SS,Parayan,OWN
OL99558415DG,Parayan,OWN
UJ06807974MR,Parayan,OWN
CO09514616GD,Parayan,OWN
LE43068409OV,Parayan,OWN
VQ55473628FS,Parayan,OWN
JR37969968ZH,Parayan,OWN
NE88590630PA,Parayan,OWN
DN37282023HT,Parayan,OWN
JQ64991236JK,Parayan,OWN
HT62491074LN,Parayan,OWN
CE04561313RS,Parayan,OWN
KA13936361FK,Parayan,OWN
SK66587856KM,Parayan,OWN
HX81233310SO,Parayan,OWN
SS02966466OZ,Parayan,OWN
CS32510290QQ,Parayan,OWN
TU58701876ZO,Parayan,OWN
XN18203666CG,Parayan,OWN
UO64783538DP,Parayan,OWN
VO24895928OD,Parayan,OWN
RN42305096QH,Parayan,OWN
ZS80157882JW,Parayan,OWN
AS28626594OV,Parayan,OWN
MI65845879AA,Parayan,OWN
RQ21056757EX,Parayan,OWN
YB00307501SM,Parayan,OWN
WQ96763033AV,Parayan,OWN
AX89945714NX,Parayan,OWN
AJ10578225IO,Parayan,OWN
XC55957185OQ,Parayan,OWN
GL19802474XJ,Parayan,OWN
TT05175528UJ_2,Vakkaliga,OWN
KT65127328YB_2,Vakkaliga,OWN
LO90908828BA_3,Vakkaliga,OWN
LP00172413DM_3,Vakkaliga,OWN
QM82400776AQ_2,Vakkaliga,OWN
ND96372341SN_1,Vakkaliga,OWN
XN06968311YG_2,Vakkaliga,OWN
VQ91204487YQ_3,Vakkaliga,OWN
QH73524671QU_2,Vakkaliga,OWN
WY55755517WS,Vakkaliga,OWN
PR40044209PS_2,Vakkaliga,OWN
MM37745591JY_1,Vakkaliga,OWN
WF20055574NE,Vakkaliga,OWN
ZY74816719XC,Vakkaliga,OWN
KQ52220437JP,Vakkaliga,OWN
TY80822165NS,Vakkaliga,OWN
ZT56269966DW,Vakkaliga,OWN
UI60773293YX,Vakkaliga,OWN
NX73325268BM,Vakkaliga,OWN
VE87413525VC,Vakkaliga,OWN
YO73848072JA,Vakkaliga,OWN
BQ86563254LK,Vakkaliga,OWN
NU48013841SB,Vakkaliga,OWN
BP01211741ZI,Vakkaliga,OWN
VM90532963KB,Vakkaliga,OWN
LW57339695QH,Vakkaliga,OWN
VI04274863JI,Vakkaliga,OWN
QJ73667419BH,Vakkaliga,OWN
IY81853252RB,Vakkaliga,OWN
GJ59924143VB,Vakkaliga,OWN
DJ34474159JX,Vakkaliga,OWN
EH55040755ZA,Vakkaliga,OWN
OV36311750XP,Vakkaliga,OWN
JJ72573555QV,Vakkaliga,OWN
OJ73016143AL,Vakkaliga,OWN
NX29880377PA,Vakkaliga,OWN
IY58206353VX,Vakkaliga,OWN
RZ16933068RK,Vakkaliga,OWN
DE61809527AB,Vakkaliga,OWN
CR74878778DC,Vakkaliga,OWN
JM35369404GL,Vakkaliga,OWN
XL81602075FW,Vakkaliga,OWN
BY22592941YP,Vakkaliga,OWN
MJ03031445UF,Vakkaliga,OWN
SA80502927SZ,Vakkaliga,OWN
HI94204627SZ,Vakkaliga,OWN
BA64721511IP,Vakkaliga,OWN
OB00351147ES,Vakkaliga,OWN
BW07892840IJ,Vakkaliga,OWN
YS50459756HO,Vakkaliga,OWN
QV22237961MW,Vakkaliga,OWN
IV77596418GF,Vakkaliga,OWN
WZ78202012VX,Vakkaliga,OWN
ZY78753871DA,Vakkaliga,OWN
TS16722823NN,Vakkaliga,OWN
TX36219618ZK,Vakkaliga,OWN
VN26384815QP,Vakkaliga,OWN
OB93365676BU,Vakkaliga,OWN
YT92678094KL,Vakkaliga,OWN
UL46214445BH,Vakkaliga,OWN
HC78543867NW,Vakkaliga,OWN
MN08704946JS,Vakkaliga,OWN
JI83539241RS,Vakkaliga,OWN
IB58247879EC,Vakkaliga,OWN
ZP83284069VI,Vakkaliga,OWN
GY72464273EU,Vakkaliga,OWN
EM65903187YF,Vakkaliga,OWN
ZL48215333EK,Vakkaliga,OWN
PF37211037UT,Vakkaliga,OWN
EN66061192QO,Vakkaliga,OWN
QU48202750II,Vakkaliga,OWN
ZJ87417458RZ,Vakkaliga,OWN
LH83617823LK,Vakkaliga,OWN
WC35328978RK,Vakkaliga,OWN
NK45478791WW,Vakkaliga,OWN
FA13669567PR,Vakkaliga,OWN
YP07617229PA,Vakkaliga,OWN
ZV59670964JF,Vakkaliga,OWN
FU22734152DT,Vakkaliga,OWN
CD69402370XV,Vakkaliga,OWN
VH09331834BI,Vakkaliga,OWN
YI63448392GU,Vakkaliga,OWN
EJ94261806FL,Vakkaliga,OWN
LA33413910XN,Vakkaliga,OWN
MF60650024OK,Vakkaliga,OWN
VR09382245ZI,Vakkaliga,OWN
YE51603054HC,Vakkaliga,OWN
HU64732574ON,Vakkaliga,OWN
GX14013836KJ,Vakkaliga,OWN
EI69192677TQ,Vakkaliga,OWN
JE31343462ZB,Vakkaliga,OWN
NJ82804862AX,Vakkaliga,OWN
MP30678853UC,Vidiki_Brhamin,OWN
QA94792704UU,Vidiki_Brhamin,OWN
SJ61479105JQ,Vidiki_Brhamin,OWN
YS36937050EX,Vidiki_Brhamin,OWN
SI60273769TE,Vidiki_Brhamin,OWN
XP01850418PA,Vidiki_Brhamin,OWN
HZ86609999TP,Vidiki_Brhamin,OWN
LP71029917QB,Vidiki_Brhamin,OWN
OP58712639RH,Vidiki_Brhamin,OWN
VA31765823XS,Vidiki_Brhamin,OWN
WG44553953HA,Vidiki_Brhamin,OWN
MX19263487JJ,Vidiki_Brhamin,OWN
EE05809270IP,Vidiki_Brhamin,OWN
TJ35852086ER,Vidiki_Brhamin,OWN
ZY01600409TK,Vidiki_Brhamin,OWN
FT25196353VC,Vidiki_Brhamin,OWN
GI59539185MY,Vidiki_Brhamin,OWN
WI40200070SP,Vidiki_Brhamin,OWN
WI13486005QU,Vidiki_Brhamin,OWN
TZ32164862ZU,Vidiki_Brhamin,OWN
UX12624154ZX,Vidiki_Brhamin,OWN
HQ37337389ZK,Vidiki_Brhamin,OWN
DK96634166TZ,Vidiki_Brhamin,OWN
SY55771081WH,Vidiki_Brhamin,OWN
FW53392336MW,Vidiki_Brhamin,OWN
CY62818427WB,Vidiki_Brhamin,OWN
ZF91785931MX,Vidiki_Brhamin,OWN
QK60733350QX,Vidiki_Brhamin,OWN
EY38774051QV,Vidiki_Brhamin,OWN
SB29215325GJ,Vidiki_Brhamin,OWN
WW40904891BD,Vidiki_Brhamin,OWN
GR56134245CK,Vidiki_Brhamin,OWN
EB43632734UZ,Vidiki_Brhamin,OWN
MB76512786UE,Vidiki_Brhamin,OWN
NL04774691HR,Vidiki_Brhamin,OWN
OG63358789II,Vidiki_Brhamin,OWN
OG63627033GI,Vidiki_Brhamin,OWN
IN83989162FI,Vidiki_Brhamin,OWN
SB49238874FH,Vidiki_Brhamin,OWN
XL76869706UW,Vidiki_Brhamin,OWN
UO27808416OD,Vidiki_Brhamin,OWN
EU52540726HI,Vidiki_Brhamin,OWN
HV22890575CL,Vidiki_Brhamin,OWN
RD96408178FJ,Vidiki_Brhamin,OWN
CV08293309SE,Vidiki_Brhamin,OWN
GE18750617IV,Vidiki_Brhamin,OWN
SI77223055FT,Vidiki_Brhamin,OWN
AB57661621WT,Vidiki_Brhamin,OWN
VP75263360HX,Vidiki_Brhamin,OWN
OU11164407VE,Vidiki_Brhamin,OWN
PF58882850ND,Vidiki_Brhamin,OWN
JS19654671TT,Vidiki_Brhamin,OWN
GB63030431GN,Vidiki_Brhamin,OWN
XN30268958ZB,Vidiki_Brhamin,OWN
MM21786567CG,Vidiki_Brhamin,OWN
WA64006715MH,Vidiki_Brhamin,OWN
RN63416710PF,Vidiki_Brhamin,OWN
NB10935185HO,Vidiki_Brhamin,OWN
QG80732880IQ,Vidiki_Brhamin,OWN
VY65262807IU,Vidiki_Brhamin,OWN
AS70370227RY,Vidiki_Brhamin,OWN
FO41264564NN,Vidiki_Brhamin,OWN
RR04878973UY,Vidiki_Brhamin,OWN
GF40448547SN,Vidiki_Brhamin,OWN
GY38952935GB,Vidiki_Brhamin,OWN
KD17153788EG,Vidiki_Brhamin,OWN
GT55274525FG,Vidiki_Brhamin,OWN
FR83223598GN,Vidiki_Brhamin,OWN
OL87327324FE,Vidiki_Brhamin,OWN
LB73228096HG,Vidiki_Brhamin,OWN
JW42604040VT,Vidiki_Brhamin,OWN
DS10018985PP,Vidiki_Brhamin,OWN
DY88560077LY,Vidiki_Brhamin,OWN
BN09654746EZ,Vidiki_Brhamin,OWN
BV98117740PL,Vidiki_Brhamin,OWN
FP50178747CB,Vidiki_Brhamin,OWN
PD68927585OO,Vidiki_Brhamin,OWN
AF23275975WF,Vidiki_Brhamin,OWN
PT55665098QN,Vidiki_Brhamin,OWN
ND26640874PP,Vidiki_Brhamin,OWN
NB31406995DF_2,Unkown,OWN
DV04839813AV_2,Unkown,OWN
VH64473270CW_3,Unkown,OWN
YO21520014QH_3,Unkown,OWN
JE71938789TK_2,Unkown,OWN
CA47288118PL_2,Unkown,OWN
SL75456410UK_2,Unkown,OWN
QR08959448MP,Unkown,OWN
NN79734642ZI_2,Unkown,OWN
BB40667654CT_2,Unkown,OWN
VL03952892JB,Unkown,OWN
SL64556688FN_2,Unkown,OWN
RK89506648VG,Unkown,OWN
ZS60120526WZ_2,Unkown,OWN
SA88580934PH,Unkown,OWN
PD94330428IK,Unkown,OWN
KC9476904OG,Unkown,OWN
SV91455887NL,Unkown,OWN
IN37819078ST,Unkown,OWN
SP37917588FN_3,Unkown,OWN
BP89773041JP_1,Unkown,OWN
UU07705781VV_1,Unkown,OWN
HI38156040EC_1,Unkown,OWN
PY84122778HR,Unkown,OWN
IS56252073XV_2,Unkown,OWN
